Name,Longitude,Latitude
Petroglyphs within the Archaeological Landscape of Tamgaly,75.535,43.80333333
Mount Kenya National ParkNatural Forest,37.31555556,-0.155
Lake Turkana National Parks,36.50366667,3.051305556
Lamu Old Town,40.8525,-2.284444444
Kenya Lake System in the Great Rift Valley,36.24,-0.4425
Sacred Mijikenda Kaya Forests,39.59611111,-3.931944444
"Fort Jesus, Mombasa",39.67944444,-4.062777778
Phoenix Islands Protected Area,-172.8575,-3.649722222
Sulaiman-Too Sacred Mountain,72.78277778,40.53111111
Town of Luang Prabang,102.13333,19.88889
Vat Phou and Associated Ancient Settlements within the Champasak Cultural Landscape,105.8222222,14.84833333
Historic Centre of Riga,24.11667,56.95417
Anjar,35.92972,33.72583
Baalbek,36.20494,34.00707
Byblos,35.6475,34.11917
Tyre,35.19444,33.27194
Archaeological Site of Leptis Magna,14.29306,32.63833
Archaeological Site of Sabratha,12.485,32.80528
Archaeological Site of Cyrene,21.85833,32.825
Rock-Art Sites of Tadrart Acacus,10.33333,24.83333
Old Town of Ghadams,9.5,30.13333333
Vilnius Historic Centre,25.29306,54.68667
Kernav Archaeological Site (Cultural Reserve of Kernav),24.83055556,54.88777778
City of Luxembourg its Old Quarters and Fortifications,6.13333,49.61
Rainforests of the Atsinanana,49.7025,-14.45972222
Lake Malawi National Park,34.88333,-14.03333
Chongoni Rock-Art Area,34.27916667,-14.29333333
Kinabalu Park,116.5,6.25
Gunung Mulu National Park,114.91667,4.13333
"Melaka and George Town, Historic Cities of the Straits of Malacca",100.3458333,5.421388889
Archaeological Heritage of the Lenggong Valley,100.9723278,5.067908333
Old Towns of Djenn,-4.555,13.90639
Timbuktu,-2.999444444,16.77333333
Cliff of Bandiagara (Land of the Dogons),-3.41667,14.33333
Tomb of Askia,-0.04456,16.2898
al Saflieni Hypogeum,14.50739,35.87134
City of Valletta,14.51444,35.90056
Bikini Atoll Nuclear Test Site,165.3805556,11.6
Banc dArguin National Park,-16.10889,20.23472
Le Morne Cultural Landscape,57.32833333,-20.45194444
Sian Kaan,-87.79167,19.38333
Pre-Hispanic City and National Park of Palenque,-92.05,17.48333
Historic Centre of Mexico City and Xochimilco,-99.13278,19.41833
Pre-Hispanic City of Teotihuacan,-98.84167,19.69167
Historic Centre of Oaxaca and Archaeological Site of Monte Albn,-96.72167,17.06194
Historic Centre of Puebla,-98.20833,19.04722
Historic Town of Guanajuato and Adjacent Mines,-101.25556,21.01694
Pre-Hispanic City of Chichen-Itza,-88.6,20.66667
Whale Sanctuary of El Vizcaino,-114.22778,27.79222
"Archaeological Zone of Paquim, Casas Grandes",-107.95556,30.37583
Historic Centre of Morelia,-101.19167,19.70444
"El Tajin, Pre-Hispanic City",-97.3775,20.47639
Historic Centre of Zacatecas,-102.55556,22.76667
Earliest 16th-Century Monasteries on the Slopes of Popocatepetl,-98.89778,18.93472
Rock Paintings of the Sierra de San Francisco,-112.91611,27.65556
Pre-Hispanic Town of Uxmal,-89.77027778,20.36166667
Historic Monuments Zone of Quertaro,-100.3666667,20.58333333
"Hospicio Cabaas, Guadalajara",-103.3397222,20.67388889
Historic Monuments Zone of Tlacotalpan,-95.65833333,18.60833333
Historic Fortified Town of Campeche,-90.53722,19.84639
Archaeological Monuments Zone of Xochicalco,-99.275,18.81028
"Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche",-89.73728333,18.05302778
Franciscan Missions in the Sierra Gorda of Quertaro,-99.46411111,21.20438889
Luis Barragn House and Studio,-99.19833333,19.41833333
Islands and Protected Areas of the Gulf of California,-112.54583,27.62667
Agave Landscape and Ancient Industrial Facilities of Tequila,-103.7786111,20.86305556
Central University City Campus of the iUniversidad Nacional Autnoma de Mxicoi (UNAM),-99.18805556,19.33222222
Protective town of San Miguel and the Sanctuary of Jess Nazareno de Atotonilco,-100.7463889,20.91444444
Monarch Butterfly Biosphere Reserve,-100.2416667,19.60638889
Camino Real de Tierra Adentro,-102.3791667,22.60805556
Prehistoric Caves of Yagul and Mitla in the Central Valley of Oaxaca,-96.42111111,16.95083333
El Pinacate and Gran Desierto de Altar Biosphere Reserve,-113.9166667,32
Aqueduct of Padre Tembleque Hydraulic System,-98.66256667,19.83527778
Orkhon Valley Cultural Landscape,102.8313889,47.55666667
Petroglyphic Complexes of the Mongolian Altai,88.39527778,49.33388889
Great Burkhan Khaldun Mountain and its surrounding sacred landscape,109.0093278,48.76197778
Durmitor National Park,19.0166,43.133
Natural and Culturo-Historical Region of Kotor,18.7,42.48333
Medina of Fez,-4.97778,34.06111
Medina of Marrakesh,-7.98667,31.63139
Ksar of Ait-Ben-Haddou,-7.12889,31.04722
Medina of Essaouira (formerly Mogador),-9.76944,31.51667
Historic City of Meknes,-5.55833,33.88333
Archaeological Site of Volubilis,-5.55694,34.07389
Medina of Ttouan (formerly known as Titawin),-5.36667,35.57083
Portuguese City of Mazagan (El Jadida),-8.50194,33.25667
"Rabat, Modern Capital and Historic City a Shared Heritage",-6.822777778,34.02416667
Island of Mozambique,40.73583,-15.03417
Pyu Ancient Cities,95.81861111,22.47
Twyfelfontein or Ui-aes,14.37258333,-20.59558333
Namib Sand Sea,15.40777778,-24.88527778
Kathmandu Valley ,85.30858,27.70395
Chitwan National Park,84.33333,27.5
"Lumbini, the Birthplace of the Lord Buddha",83.27611,27.46889
"Historic Area of Willemstad, Inner City and Harbour, Curaao",-68.90222,12.10194
Rietveld Schrderhuis (Rietveld Schrder House),5.147222222,52.08527778
Seventeenth-Century Canal Ring Area of Amsterdam inside the Singelgracht,4.887777778,52.365
Van Nellefabriek,4.418333333,51.92333333
New Zealand Sub-Antarctic Islands,166.1044444,-50.75
Ruins of Len Viejo,-86.61028,12.39722
Len Cathedral,-86.87805556,12.435
W National Park of Niger,2.35,12.35
Historic Centre of Agadez,7.991388889,16.97361111
Sukur Cultural Landscape,13.57194,10.74056
Osun-Osogbo Sacred Grove,4.55222,7.75556
Rros Mining Town and the Circumference,11.38555556,62.57388889
Urnes Stave Church,7.33333,61.3
Rock Art of Alta,23.18333,69.95
West Norwegian Fjords Geirangerfjord and Nryfjord,7.16667,62.11667
RjukanNotodden Industrial Heritage Site,8.593611111,59.87861111
Bahla Fort,57.30111,22.96417
"Archaeological Sites of Bat, Al-Khutm and Al-Ayn",56.745,23.26986
Land of Frankincense,53.64759,18.25333
iAflaji Irrigation Systems of Oman,57.53605556,22.99888889
Archaeological Ruins at Moenjodaro,68.13888889,27.32916667
Taxila,72.8875,33.77916667
Buddhist Ruins of Takht-i-Bahi and Neighbouring City Remains at Sahr-i-Bahlol,71.94583333,34.32083333
"Historical Monuments at Makli, Thatta",67.9,24.76666667
Fort and Shalamar Gardens in Lahore,74.30972222,31.59027778
Rohtas Fort,73.58888889,32.9625
Rock Islands Southern Lagoon,134.3525,7.246925
"Birthplace of Jesus Church of the Nativity and the Pilgrimage Route, Bethlehem",35.2075,31.70435278
"Palestine Land of Olives and Vines Cultural Landscape of Southern Jerusalem, Battir",35.13055556,31.71972222
Fortifications on the Caribbean Side of Panama Portobelo-San Lorenzo,-79.65583333,9.553888889
Darien National Park,-77.54722222,7.736111111
Archaeological Site of Panam Viejo and Historic District of Panam,-79.54055556,8.951111111
Coiba National Park and its Special Zone of Marine Protection,-81.766,7.433
Kuk Early Agricultural Site,144.3317222,-5.783711111
Jesuit Missions of La Santsima Trinidad de Paran and Jess de Tavarangue,-55.7,-27.13333
City of Cuzco,-71.98333,-13.52222
Historic Sanctuary of Machu Picchu,-72.58333333,-13.11666667
Chavin (Archaeological Site),-77.1784535,-9.592772544
Man National Park,-71.75,-12.25
Historic Centre of Lima,-77.04306,-12.05139
Ro Abiseo National Park,-77.25,-7.75
Lines and Geoglyphs of Nasca and Pampas de Jumana,-75.14861,-14.72583
Historical Centre of the City of Arequipa,-71.53333333,-16.4
Sacred City of Caral-Supe,-77.52138889,-10.89166667
Historic Town of Vigan,120.3875,17.575
Puerto-Princesa Subterranean River National Park,118.9166667,10.16666667
Baroque Churches of the Philippines,120.97,14.59
Mount Hamiguitan Range Wildlife Sanctuary,126.1734306,6.717169444
Historic Centre of Krakw,19.95972,50.06667
Historic Centre of Warsaw,21.01167,52.26639
Auschwitz Birkenau br smallGerman Nazi Concentration and Extermination Camp (1940-1945)small,19.175,50.03888889
Wieliczka and Bochnia Royal Salt Mines,20.06388889,49.97916667
Old City of Zamo,23.26667,50.71667
Medieval Town of Toru,18.61944,53.01
Castle of the Teutonic Order in Malbork,19.03333333,54.04166667
Kalwaria Zebrzydowska the Mannerist Architectural and Park Landscape Complex and Pilgrimage Park,19.66666667,49.86666667
Wooden Churches of Southern Maopolska,21.23333333,49.75
Churches of Peace in Jawor and widnica,16.19594444,51.05427778
Centennial Hall in Wrocaw,17.07701389,51.10694722
Central Zone of the Town of Angra do Heroismo in the Azores,-27.22,38.655
Monastery of the Hieronymites and Tower of Belm in Lisbon,-9.21583,38.69194
Monastery of Batalha,-8.82694,39.65778
Convent of Christ in Tomar,-8.4175,39.60472
Historic Centre of vora,-7.90778,38.57306
Monastery of Alcobaa,-8.97667,39.55
Cultural Landscape of Sintra,-9.41667,38.78333
Historic Centre of Oporto,-8.616666667,41.14166667
Laurisilva of Madeira,-17,32.76666667
Historic Centre of Guimares,-8.29482,41.44083
Alto Douro Wine Region,-7.798888889,41.10166667
Landscape of the Pico Island Vineyard Culture,-28.54116667,38.51344444
Garrison Border Town of Elvas and its Fortifications,-7.163322222,38.88061944
University of Coimbra Alta and Sofia,-8.425775,40.20781111
Al Zubarah Archaeological Site,51.02972222,25.97805556
Seokguram Grotto and Bulguksa Temple,129.35,35.78333333
"Haeinsa Temple Janggyeong Panjeon, the Depositories for the ITripitaka KoreanaI Woodblocks",128.1,35.8
Jongmyo Shrine,126.98333,37.55
Changdeokgung Palace Complex,126.9833333,37.55
Hwaseong Fortress,127.00833,37.27222
Gyeongju Historic Areas,129.22667,35.78889
"Gochang, Hwasun and Ganghwa Dolmen Sites",126.92917,34.96667
Jeju Volcanic Island and Lava Tubes,126.7202778,33.46888889
Royal Tombs of the Joseon Dynasty,128.4527778,37.19722222
Historic Villages of Korea Hahoe and Yangdong,128.5166667,36.53916667
Namhansanseong,127.1811111,37.47888889
Baekje Historic Areas,127.1272222,36.46194444
Danube Delta,29.5,45.08333
Villages with Fortified Churches in Transylvania,24.77305556,46.13583333
Monastery of Horezu,24.01666667,45.18333333
Churches of Moldavia,25.71277778,47.77833333
Historic Centre of Sighioara,24.79222222,46.21777778
Wooden Churches of Maramure,24.05583333,47.82083333
Dacian Fortresses of the Orastie Mountains,23.31194444,45.62305556
Historic Centre of Saint Petersburg and Related Groups of Monuments,30.31833,59.95
Kizhi Pogost,35.2275,62.07138889
"Kremlin and Red Square, Moscow",37.62972,55.74583
Historic Monuments of Novgorod and Surroundings,31.28333,58.53333
Cultural and Historic Ensemble of the Solovetsky Islands,35.66666667,65.08333333
White Monuments of Vladimir and Suzdal,40.41666667,56.15
"Church of the Ascension, Kolomenskoye",37.67389,55.65556
Architectural Ensemble of the Trinity Sergius Lavra in Sergiev Posad,38.1312,56.31035
Virgin Komi Forests,60.15,65.06667
Lake Baikal,107.6625,53.17361111
Volcanoes of Kamchatka,158.5,56.33333333
Central Sikhote-Alin,136.1666667,45.33333333
Western Caucasus,40,44
Historic and Architectural Complex of the Kazan Kremlin,49.095,55.79111111
Bolgar Historical and Archaeological Complex,49.05638889,54.97888889
Ensemble of the Ferapontov Monastery,38.56666667,59.95
"Citadel, Ancient City and Fortress Buildings of Derbent",48.29719444,42.05297222
Ensemble of the Novodevichy Convent,37.55508333,55.72611111
Historical Centre of the City of Yaroslavl,39.87611,57.65278
Putorana Plateau,94.15805556,69.04694444
Lena Pillars Nature Park,127,60.66666667
Brimstone Hill Fortress National Park,-62.83722,17.34694
San Marino Historic Centre and Mount Titano,12.45194444,43.93277778
Al-Hijr Archaeological Site (Madin Slih),37.955,26.78361111
At-Turaif District in ad-Diriyah,46.57246667,24.73413333
"Historic Jeddah, the Gate to Makkah",39.1875,21.48388889
Rock Art in the Hail Region of Saudi Arabia,40.91305556,28.01055556
Djoudj National Bird Sanctuary,-16.16667,16.5
Island of Gore,-17.40083,14.66722
Niokolo-Koba National Park,-12.71667,13.06667
Island of Saint-Louis,-16.50444,16.02778
Saloum Delta,-16.49861111,13.83527778
"Bassari Country Bassari, Fula and Bedik Cultural Landscapes",-12.84583333,12.59333333
Stari Ras and Sopoani,20.42278,43.11889
Studenica Monastery,20.53667,43.48611
Medieval Monuments in Kosovo,20.26555556,42.66111111
"Gamzigrad-Romuliana, Palace of Galerius",22.18611111,43.89930556
Valle de Mai Nature Reserve,55.7375,-4.32917
Singapore Botanical Gardens,103.8161111,1.315277778
Historic Town of Bansk tiavnica and the Technical Monuments in its Vicinity,18.9,48.46111
"Levoa, Spisk Hrad and the Associated Cultural Monuments",20.7675,48.99944444
Vlkolnec,19.27833333,49.03916667
Bardejov Town Conservation Reserve,21.27917,49.29333
Wooden Churches of the Slovak part of the Carpathian Mountain Area,19.55833333,49.33611111
kocjan Caves,14,45.66667
East Rennell,160.33333,-11.68333
Fossil Hominid Sites of South Africa,29.17694,-24.15861
Robben Island,18.36666667,-33.8
Mapungubwe Cultural Landscape,29.23889,-22.1925
Vredefort Dome,27.26,-26.86
Richtersveld Cultural and Botanical Landscape,17.20388889,-28.6
Cave of Altamira and Paleolithic Cave Art of Northern Spain,-4.116166667,43.38252778
Old Town of Segovia and its Aqueduct,-4.11675,40.94847222
Monuments of Oviedo and the Kingdom of the Asturias,-5.84303,43.36262
Historic Centre of Cordoba,-4.779722222,37.87919444
"Alhambra, Generalife and Albayzn, Granada",-3.59444,37.17667
Burgos Cathedral,-3.704813889,42.34052778
"Monastery and Site of the Escurial, Madrid",-4.126416667,40.58175
Works of Antoni Gaud ,2.152972,41.41338
Santiago de Compostela (Old Town),-8.54468,42.88076
Old Town of vila with its Extra-Muros Churches,-4.70012,40.65645
Mudejar Architecture of Aragon,-1.10722,40.34389
Historic City of Toledo,-4.029416667,39.86688889
Garajonay National Park,-17.23722222,28.12625
Old City of Salamanca,-5.6645,40.96525
"Cathedral, Alczar and Archivo de Indias in Seville",-5.99155,37.38384
Old Town of Cceres,-6.37,39.47444
"Ibiza, Biodiversity and Culture",1.435194444,38.91113889
Poblet Monastery,1.0825,41.38083
Renaissance Monumental Ensembles of beda and Baeza,-3.37122,38.01131
Archaeological Ensemble of Mrida,-6.33778,38.91611
Royal Monastery of Santa Mara de Guadalupe,-5.3275,39.45285
Routes of Santiago de Compostela iCamino Francsi and Routes of Northern Spain ,-6.414722222,43.335
Historic Walled Town of Cuenca,-2.13174,40.07662
La Lonja de la Seda de Valencia,-0.378444444,39.47441667
Las Mdulas,-6.77075,42.46939
"Palau de la Msica Catalana and Hospital de Sant Pau, Barcelona",2.175,41.38778
San Milln Yuso and Suso Monasteries,-2.86496,42.32586
Rock Art of the Mediterranean Basin on the Iberian Peninsula,-1.03331,39.78995
Archaeological Ensemble of Trraco,1.259305556,41.11472222
University and Historic Precinct of Alcal de Henares,-3.368055556,40.48138889
San Cristbal de La Laguna,-16.31177778,28.47788889
Palmeral of Elche,-0.716666667,38.26666667
Roman Walls of Lugo,-7.55333,43.01111
Catalan Romanesque Churches of the Vall de Bo,0.803611111,42.50472222
Archaeological Site of Atapuerca,-3.547222222,42.37138889
Aranjuez Cultural Landscape,-3.60934,40.03645
Vizcaya Bridge,-3.016833333,43.323175
Teide National Park,-16.64361111,28.27138889
Tower of Hercules,-8.406388889,43.38583333
Cultural Landscape of the Serra de Tramuntana,2.694722222,39.73083333
Sacred City of Anuradhapura,80.38333333,8.333333333
Ancient City of Polonnaruwa,81.00055556,7.915833333
Central Highlands of Sri Lanka,80.8021,7.45245
Gebel Barkal and the Sites of the Napatan Region,31.81666667,18.53333333
Archaeological Sites of the Island of Meroe,33.71666667,16.93333333
Historic Inner City of Paramaribo,-55.15,5.82611
Central Suriname Nature Reserve,-56.5,4
Birka and Hovgrden,17.54264,59.33514
Engelsberg Ironworks,16.00833,59.96667
Rock Carvings in Tanum,11.34111,58.70111
Skogskyrkogrden,18.09944,59.27556
Royal Domain of Drottningholm,17.88333,59.32306
Hanseatic Town of Visby,18.29583,57.64167
"Church Town of Gammelstad, Lule ",22.02861,65.64611
Laponian Area,17.58333,67.33333
Naval Port of Karlskrona,15.58333,56.16667
Agricultural Landscape of Southern land,16.48333,56.325
Mining Area of the Great Copper Mountain in Falun,15.63083,60.60472
"Grimeton Radio Station, Varberg",12.38333333,57.1
Decorated Farmhouses of Hlsingland,16.19583333,61.70722222
Old City of Berne,7.45028,46.94806
Abbey of St Gall,9.37778,47.42333
Benedictine Convent of St John at Mstair,10.44765,46.62945
"Three Castles, Defensive Wall and Ramparts of the Market-Town of Bellinzona",9.02242,46.19314
Swiss Alps Jungfrau-Aletsch,8.033333333,46.5
Swiss Tectonic Arena Sardona,9.25,46.91666667
"Lavaux, Vineyard Terraces",6.746111111,46.49194444
"La Chaux-de-Fonds Le Locle, Watchmaking Town Planning",6.832777778,47.10388889
Ancient City of Damascus,36.30639,33.51139
Ancient City of Aleppo,37.16667,36.23333
Ancient City of Bosra,36.48167,32.51806
Site of Palmyra,38.26667,34.55417
Crac des Chevaliers and Qalat Salah El-Din,36.26305556,34.78166667
Ancient Villages of Northern Syria,36.84416667,36.33416667
Proto-urban Site of Sarazm,67.46027778,39.50777778
Tajik National Park (Mountains of the Pamirs),72.30527778,38.765
Historic Town of Sukhothai and Associated Historic Towns,99.78972,17.00722
Ban Chiang Archaeological Site,103.35833,17.54861
Historic City of Ayutthaya,100.56056,14.34778
Dong Phayayen-Khao Yai Forest Complex,102.05,14.33
Thungyai-Huai Kha Khaeng Wildlife Sanctuaries,98.91667,15.33333
Natural and Cultural Heritage of the Ohrid region,20.81333,41.11806
"Koutammakou, the Land of the Batammariba",1.133333333,10.06666667
Medina of Tunis,10.16667,36.81667
Archaeological Site of Carthage,10.32333,36.85278
Amphitheatre of El Jem,10.70694,35.29639
Punic Town of Kerkuane and its Necropolis,11.09917,36.94639
Medina of Sousse,10.63861,35.82778
Kairouan,10.10389,35.68167
Dougga Thugga,9.22028,36.42361
Historic Areas of Istanbul,28.97993,41.00847
Greme National Park and the Rock Sites of Cappadocia,34.85,38.66667
Great Mosque and Hospital of Divrii,38.121826,39.371271
Hattusha the Hittite Capital,34.62056,40.01389
Nemrut Da,38.76369,38.03661
Xanthos-Letoon,29.32028,36.335
Hierapolis-Pamukkale,29.12333,37.92389
City of Safranbolu,32.68972,41.26
Archaeological Site of Troy,26.239,39.95644
Ephesus,27.35944444,37.92916667
Selimiye Mosque and its Social Complex,26.55944444,41.67777778
Neolithic Site of atalhyk,32.82805556,37.66666667
Bursa and Cumalkzk the Birth of the Ottoman Empire,29.06233611,40.18473056
Pergamon and its Multi-Layered Cultural Landscape,27.18,39.12583333
Diyarbakr Fortress and Hevsel Gardens Cultural Landscape,40.23930833,37.9031
State Historical and Cultural Park Ancient Merv,62.1775,37.70083
Kunya-Urgench,59.08494,42.18318
Parthian Fortresses of Nisa,58.19861111,37.99972222
Bwindi Impenetrable National Park,29.66138889,-1.080555556
Rwenzori Mountains National Park,29.92416667,0.223611111
Tombs of Buganda Kings at Kasubi,32.55138889,0.348611111
"Kiev Saint-Sophia Cathedral and Related Monastic Buildings, Kiev-Pechersk Lavra",30.51686,50.45258
Lviv the Ensemble of the Historic Centre,24.03198,49.84163
Residence of Bukovinian and Dalmatian Metropolitans,25.92472222,48.29666667
Ancient City of Tauric Chersonese and its Chora,33.49138889,44.61083333
"Cultural Sites of Al Ain (Hafit, Hili, Bidaa Bint Saud and Oases Areas)",55.80638889,24.06777778
Giants Causeway and Causeway Coast,-6.485277778,55.25
Durham Castle and Cathedral,-1.576111111,54.77472222
Ironbridge Gorge,-2.472777778,52.62638889
Studley Royal Park including the Ruins of Fountains Abbey,-1.573055556,54.11611111
"Stonehenge, Avebury and Associated Sites",-1.825277778,51.17888889
Castles and Town Walls of King Edward in Gwynedd,-4.276944444,53.13972222
St Kilda,-8.576666667,57.81722222
Blenheim Palace,-1.361388889,51.84194444
Palace of Westminster and Westminster Abbey including Saint Margarets Church,-0.128611111,51.49972222
New Lanark,-3.783055556,55.66333333
Henderson Island,-128.3333333,-24.36666667
Tower of London,-0.076111111,51.50805556
"Canterbury Cathedral, St Augustines Abbey, and St Martins Church",1.083333333,51.28
Heart of Neolithic Orkney,-3.188666667,58.99605556
Old and New Towns of Edinburgh,-3.216666667,55.95
Gough and Inaccessible Islands,-9.928611111,-40.32472222
Maritime Greenwich,0,51.47777778
"Historic Town of St George and Related Fortifications, Bermuda",-64.67777778,32.37944444
Blaenavon Industrial Landscape,-3.088055556,51.77638889
Saltaire,-1.788333333,53.83916667
Derwent Valley Mills,-1.488055556,53.02888889
"Royal Botanic Gardens, Kew",-0.294027778,51.48194444
Liverpool Maritime Mercantile City,-2.994444444,53.40666667
Cornwall and West Devon Mining Landscape,-5.383611111,50.13611111
Pontcysyllte Aqueduct and Canal,-3.087777778,52.97027778
The Forth Bridge,-3.388888889,56.00111111
Ngorongoro Conservation Area,35.54083,-3.18722
Ruins of Kilwa Kisiwani and Ruins of Songo Mnara,39.52278,-8.95778
Serengeti National Park,34.56667,-2.33333
Stone Town of Zanzibar,39.18917,-6.16306
Selous Game Reserve,37.4,-9
Kilimanjaro National Park,37.36667,-3.06667
Kondoa Rock-Art Sites,35.83388889,-4.724444444
Mesa Verde National Park,-108.4855556,37.26166667
Yellowstone National Park,-110.82778,44.46056
Grand Canyon National Park,-112.0905556,36.10083333
Everglades National Park,-80.99638889,25.55444444
Independence Hall,-75.15,39.94861111
Redwood National and State Parks,-123.9980556,41.37388889
Mammoth Cave National Park,-86.10305556,37.18722222
Olympic National Park,-123.4488889,47.74833333
Cahokia Mounds State Historic Site,-90.06138889,38.65861111
Great Smoky Mountains National Park,-83.43555556,35.59305556
La Fortaleza and San Juan National Historic Site in Puerto Rico,-66.125,18.46666667
Statue of Liberty,-74.04472222,40.68944444
Yosemite National Park,-119.5966667,37.74611111
Chaco Culture,-107.9708333,36.06377778
Hawaii Volcanoes National Park,-155.1236111,19.40083333
Monticello and the University of Virginia in Charlottesville,-78.50388889,38.03277778
Taos Pueblo,-105.54167,36.43889
Carlsbad Caverns National Park,-104.3833333,32.16666667
Papahnaumokukea,-170.14582,25.34907
Monumental Earthworks of Poverty Point,-91.40638889,32.63694444
San Antonio Missions,-98.46,29.32805556
Historic Quarter of the City of Colonia del Sacramento,-57.85333333,-34.46777778
Fray Bentos Cultural-Industrial Landscape,-58.33166667,-33.11777778
Itchan Kala,60.36389,41.37833
Historic Centre of Bukhara,64.42861,39.77472
Samarkand Crossroad of Cultures,67,39.66861
Historic Centre of Shakhrisyabz,66.83333,39.05
Chief Roi Matas Domain,168.1777194,-17.62806944
Coro and its Port,-69.68333333,11.4
Canaima National Park,-61.5,5.33333
Ciudad Universitaria de Caracas,-66.89068,10.49073
Ha Long Bay,107.1,20.9
Complex of Hu Monuments,107.57778,16.46944
Hoi An Ancient Town,108.3333333,15.88333333
My Son Sanctuary,108.5666667,15.51666667
Phong Nha Ke Bang National Park,106.15125,17.53722222
Central Sector of the Imperial Citadel of Thang Long - Hanoi,105.8372222,21.03944444
Citadel of the Ho Dynasty,105.6047222,20.07805556
Trang An Landscape Complex,105.8963889,20.25666667
Old Walled City of Shibam,48.62667,15.92694
Old City of Sanaa,44.20805556,15.35555556
Historic Town of Zabid,43.33,14.19806
Socotra Archipelago,53.83333333,12.5
"Mana Pools National Park, Sapi and Chewore Safari Areas",29.40805556,-15.81944444
Matobo Hills,28.5,-20.5
Great Zimbabwe National Monument,30.93333333,-20.28333333
Khami Ruins National Monument,28.37666667,-20.15833333
Tipasa,2.383333333,36.55
Tassili nAjjer,9,25.5
Pennsula Valds,-64,-42.5
"Qhapaq an, Andean Road System",-69.59166667,-18.25
"Jesuit Missions of the Guaranis San Ignacio Mini, Santa Ana, Nuestra Seora de Loreto and Santa Maria Mayor (Argentina), Ruins of Sao Miguel das Missoes (Brazil)",-54.26583333,-28.54333333
Tasmanian Wilderness,145.4166667,-41.58333333
Wet Tropics of Queensland,144.9666667,-15.65
Heard and McDonald Islands,73.5,-53.1
Macquarie Island,158.8955556,-54.59472222
Great Barrier Reef,147.7,-18.28611111
Prehistoric Pile dwellings around the Alps,8.2075,47.27833333
Fert Neusiedlersee Cultural Landscape,16.72272222,47.71927778
The Sundarbans,89.18333,21.95
Biaowiea Forest ,23.98111111,52.7275
Struve Geodetic Arc,26.33777778,59.05777778
Belfries of Belgium and France,3.23139,50.17444
Sangha Trinational,16.55416667,2.609444444
Canadian Rocky Mountain Parks,-116.4797222,51.42472222
Kluane Wrangell-St. Elias Glacier Bay Tatshenshini-Alsek,-140.9919722,61.19758333
Waterton Glacier International Peace Park,-113.9041667,48.99605556
Silk Roads the Routes Network of Changan-Tianshan Corridor,108.8572222,34.30444444
Area de Conservacin Guanacaste,-85.61666667,10.85
Talamanca Range-La Amistad Reserves La Amistad National Park,-82.93880556,9.407083333
Ta National Park,-7.66667,5.75
Como National Park,-4,9
Mount Nimba Strict Nature Reserve,-8.39097,7.60318
Old Havana and its Fortification System,-82.35,23.13333333
Trinidad and the Valley de los Ingenios,-79.98444444,21.80305556
Alejandro de Humboldt National Park,-75,20.45
Archaeological Landscape of the First Coffee Plantations in the South-East of Cuba,-75.39138889,20.03
Painted Churches in the Troodos Region,33.09583333,34.92027778
Wadden Sea,8.556111111,53.52861111
Colonial City of Santo Domingo,-69.91666667,18.48333333
Galpagos Islands,-91,-0.81667
Sangay National Park,-78.33333,-1.83333
Wadi Al-Hitan (Whale Valley),30.18333,29.33333
Fortress of Suomenlinna,24.98722,60.14722
Petjvesi Old Church,25.18333,62.25
Verla Groundwood and Board Mill,26.64083,61.06194
High Coast Kvarken Archipelago,21.3,63.3
Pyrnes - Mont Perdu,-0.0005,42.68542
Stone Circles of Senegambia,-15.5225,13.69111111
Muskauer Park Park Muakowski,14.72644444,51.57930556
Primeval Beech Forests of the Carpathians and the Ancient Beech Forests of Germany,22.53611111,49.08611111
Frontiers of the Roman Empire,-2.601,54.99261111
"Forts and Castles, Volta, Greater Accra, Central and Western Regions",-0.49361,5.39103
"Historic Centre of Rome, the Properties of the Holy See in that City Enjoying Extraterritorial Rights and San Paolo Fuori le Mura",12.49230556,41.89022222
Caves of Aggtelek Karst and Slovak Karst,20.48687,48.47573
Sundarbans National Park,88.89583333,21.945
Tropical Rainforest Heritage of Sumatra,101.5,-2.5
Lorentz National Park,137.83333,-4.75
Komodo National Park,119.48944,-8.54333
Sceilg Mhichl,-10.53861,51.77194
Monte San Giorgio,8.913888889,45.88888889
Rhaetian Railway in the Albula Bernina Landscapes,9.846388889,46.49833333
Ouadi Qadisha (the Holy Valley) and the Forest of the Cedars of God (Horsh Arz el-Rab),36.04889,34.24333
Maloti-Drakensberg Park,29.12305556,-29.76527778
Curonian Spit,20.96239,55.27458
Tsingy de Bemaraha Strict Nature Reserve,44.75,-18.66667
Royal Hill of Ambohimanga,47.56278,-18.75917
Megalithic Temples of Malta,14.26947,36.04908
"Ancient IKsourI of Ouadane, Chinguetti, Tichitt and Oualata",-11.62361,20.92889
Aapravasi Ghat,57.50316667,-20.15863889
Uvs Nuur Basin,92.71972222,50.275
Sagarmatha National Park,86.91306,27.96528
Schokland and Surroundings,5.771666667,52.63861111
Defence Line of Amsterdam,4.893055556,52.37444444
Mill Network at Kinderdijk-Elshout,4.649444444,51.8825
Ir.D.F. Woudagemaal (D.F. Wouda Steam Pumping Station),5.67889,52.84583
Droogmakerij de Beemster (Beemster Polder),4.911111111,52.54888889
Tongariro National Park,175.5622222,-39.29083333
